season,date,match_name,result,h_odd,d_odd,a_odd,source_file
2006/2007,Unknown,Arsenal vs Watford,3-0,1.17,6.35,16.77,2006-2007_full.csv
2006/2007,Unknown,Aston Villa vs Tottenham,1-1,2.24,3.2,3.22,2006-2007_full.csv
2006/2007,Unknown,Liverpool vs Blackburn,1-1,1.48,3.89,7.44,2006-2007_full.csv
2006/2007,Unknown,Manchester City vs Sheffield Utd,0-0,1.69,3.53,5.17,2006-2007_full.csv
2006/2007,Unknown,Middlesbrough vs Everton,2-1,2.49,3.2,2.82,2006-2007_full.csv
2006/2007,Unknown,Portsmouth vs West Ham,2-0,1.98,3.25,3.86,2006-2007_full.csv
2006/2007,Unknown,Wigan vs Manchester Utd,1-3,6.56,3.77,1.52,2006-2007_full.csv
2006/2007,Unknown,Watford vs Fulham,3-3,2.33,3.22,3.05,2006-2007_full.csv
2006/2007,Unknown,Tottenham vs Portsmouth,2-1,1.87,3.32,4.23,2006-2007_full.csv
2006/2007,Unknown,Blackburn vs Wigan,2-1,1.88,3.32,4.13,2006-2007_full.csv
2006/2007,Unknown,Manchester Utd vs Newcastle,2-0,1.31,4.65,10.14,2006-2007_full.csv
2006/2007,Unknown,West Ham vs Reading,0-1,2.12,3.2,3.53,2006-2007_full.csv
2006/2007,Unknown,Sheffield Utd vs Middlesbrough,2-1,2.72,3.22,2.55,2006-2007_full.csv
2006/2007,Unknown,Charlton vs Arsenal,1-2,7.17,3.78,1.5,2006-2007_full.csv
2006/2007,Unknown,Chelsea vs Aston Villa,1-1,1.28,5.17,10.67,2006-2007_full.csv
2006/2007,Unknown,Everton vs Manchester City,1-1,1.9,3.29,4.17,2006-2007_full.csv
2006/2007,Unknown,Bolton vs Liverpool,2-0,3.74,3.24,2.02,2006-2007_full.csv
2006/2007,Unknown,Portsmouth vs Bolton,0-1,2.05,3.25,3.67,2006-2007_full.csv
2006/2007,Unknown,Newcastle vs Everton,1-1,2.23,3.22,3.2,2006-2007_full.csv
2006/2007,Unknown,Reading vs Manchester Utd,1-1,5.87,3.63,1.61,2006-2007_full.csv
2006/2007,Unknown,Arsenal vs Sheffield Utd,3-0,1.19,6.08,16.33,2006-2007_full.csv
2006/2007,Unknown,Aston Villa vs Charlton,2-0,1.71,3.47,5.01,2006-2007_full.csv
2006/2007,Unknown,Fulham vs Chelsea,0-2,8.1,4.18,1.42,2006-2007_full.csv
2006/2007,Unknown,Manchester City vs West Ham,2-0,2.24,3.28,3.15,2006-2007_full.csv
2006/2007,Unknown,Middlesbrough vs Blackburn,0-1,2.18,3.28,3.27,2006-2007_full.csv
2006/2007,Unknown,Wigan vs Watford,1-1,1.83,3.4,4.31,2006-2007_full.csv
2006/2007,Unknown,Liverpool vs Tottenham,3-0,1.61,3.58,5.93,2006-2007_full.csv
2006/2007,Unknown,Liverpool vs Newcastle,2-0,1.51,3.76,7.16,2006-2007_full.csv
2006/2007,Unknown,Manchester Utd vs Arsenal,0-1,2.0,3.28,4.3,2006-2007_full.csv
2006/2007,Unknown,Blackburn vs Manchester City,4-2,2.08,3.22,3.55,2006-2007_full.csv
2006/2007,Unknown,Tottenham vs Fulham,0-0,1.6,3.57,6.13,2006-2007_full.csv
2006/2007,Unknown,West Ham vs Newcastle,0-2,2.12,3.25,3.48,2006-2007_full.csv
2006/2007,Unknown,Chelsea vs Liverpool,1-0,1.74,3.33,5.2,2006-2007_full.csv
2006/2007,Unknown,Watford vs Aston Villa,0-0,2.87,3.27,2.42,2006-2007_full.csv
2006/2007,Unknown,Bolton vs Middlesbrough,0-0,1.97,3.26,3.94,2006-2007_full.csv
2006/2007,Unknown,Everton vs Wigan,2-2,1.74,3.46,4.75,2006-2007_full.csv
2006/2007,Unknown,Sheffield Utd vs Reading,1-2,2.45,3.21,2.85,2006-2007_full.csv
2006/2007,Unknown,Charlton vs Portsmouth,0-1,2.45,3.22,2.85,2006-2007_full.csv
2006/2007,Unknown,Reading vs Manchester City,1-0,2.36,3.23,2.98,2006-2007_full.csv
2006/2007,Unknown,West Ham vs Aston Villa,1-1,2.06,3.28,3.57,2006-2007_full.csv
2006/2007,Unknown,Manchester Utd vs Tottenham,1-0,1.51,3.85,6.92,2006-2007_full.csv
2006/2007,Unknown,Arsenal vs Middlesbrough,1-1,1.3,4.72,11.49,2006-2007_full.csv
2006/2007,Unknown,Bolton vs Watford,1-0,1.63,3.59,5.71,2006-2007_full.csv
2006/2007,Unknown,Chelsea vs Charlton,2-1,1.17,6.31,16.56,2006-2007_full.csv
2006/2007,Unknown,Newcastle vs Fulham,1-2,1.71,3.46,5.14,2006-2007_full.csv
2006/2007,Unknown,Portsmouth vs Wigan,1-0,1.86,3.31,4.36,2006-2007_full.csv
2006/2007,Unknown,Sheffield Utd vs Blackburn,0-0,2.74,3.22,2.55,2006-2007_full.csv
2006/2007,Unknown,Everton vs Liverpool,3-0,3.87,3.18,2.02,2006-2007_full.csv
2006/2007,Unknown,Middlesbrough vs Portsmouth,0-4,2.06,3.27,3.63,2006-2007_full.csv
2006/2007,Unknown,Blackburn vs Chelsea,0-2,7.07,3.73,1.52,2006-2007_full.csv
2006/2007,Unknown,Aston Villa vs Newcastle,2-0,2.36,3.21,3.0,2006-2007_full.csv
2006/2007,Unknown,Manchester City vs Arsenal,1-0,5.22,3.48,1.7,2006-2007_full.csv
2006/2007,Unknown,Charlton vs Bolton,2-0,2.59,3.24,2.66,2006-2007_full.csv
2006/2007,Unknown,Fulham vs Sheffield Utd,1-0,1.92,3.32,4.05,2006-2007_full.csv
2006/2007,Unknown,Tottenham vs Everton,0-2,1.71,3.44,5.15,2006-2007_full.csv
2006/2007,Unknown,Watford vs Manchester Utd,1-2,8.08,4.18,1.42,2006-2007_full.csv
2006/2007,Unknown,Wigan vs Reading,1-0,2.03,3.28,3.66,2006-2007_full.csv
2006/2007,Unknown,Liverpool vs West Ham,2-1,1.42,4.13,8.08,2006-2007_full.csv
2006/2007,Unknown,Charlton vs Manchester Utd,0-3,6.45,3.6,1.57,2006-2007_full.csv
2006/2007,Unknown,Fulham vs Bolton,1-1,2.43,3.21,2.79,2006-2007_full.csv
2006/2007,Unknown,Middlesbrough vs Chelsea,2-1,8.17,3.93,1.44,2006-2007_full.csv
2006/2007,Unknown,Aston Villa vs Reading,2-1,2.02,3.25,3.78,2006-2007_full.csv
2006/2007,Unknown,Blackburn vs Everton,1-1,2.27,3.2,3.16,2006-2007_full.csv
2006/2007,Unknown,Manchester City vs Portsmouth,0-0,2.04,3.28,3.64,2006-2007_full.csv
2006/2007,Unknown,Tottenham vs Sheffield Utd,2-0,1.46,3.85,7.62,2006-2007_full.csv
2006/2007,Unknown,Watford vs West Ham,1-1,2.67,3.26,2.57,2006-2007_full.csv
2006/2007,Unknown,Chelsea vs Manchester City,3-0,1.22,5.4,12.87,2006-2007_full.csv
2006/2007,Unknown,Manchester Utd vs Fulham,5-1,1.26,5.08,11.59,2006-2007_full.csv
2006/2007,Unknown,Bolton vs Tottenham,2-0,2.7,3.17,2.62,2006-2007_full.csv
2006/2007,Unknown,Arsenal vs Aston Villa,1-1,1.29,4.88,11.54,2006-2007_full.csv
2006/2007,Unknown,Everton vs Watford,2-1,1.65,3.52,5.6,2006-2007_full.csv
2006/2007,Unknown,Newcastle vs Wigan,2-1,1.71,3.45,4.92,2006-2007_full.csv
2006/2007,Unknown,Portsmouth vs Blackburn,3-0,2.35,3.19,3.01,2006-2007_full.csv
2006/2007,Unknown,Reading vs Middlesbrough,3-2,2.26,3.24,3.1,2006-2007_full.csv
2006/2007,Unknown,West Ham vs Charlton,3-1,2.02,3.2,3.64,2006-2007_full.csv
2006/2007,Unknown,Sheffield Utd vs Liverpool,1-1,7.25,3.62,1.53,2006-2007_full.csv
2007/2008,Unknown,Birmingham vs Blackburn,4-1,136.0,235.0,195.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Bolton,1-1,-714.0,602.0,1561.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Reading,0-4,423.0,275.0,-164.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Newcastle,3-1,-130.0,238.0,365.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Manchester City,8-1,104.0,225.0,257.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Fulham,0-1,194.0,241.0,127.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Arsenal,0-1,298.0,246.0,-116.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Liverpool,0-2,150.0,227.0,171.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Aston Villa,2-2,206.0,234.0,122.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Manchester Utd,0-2,1118.0,474.0,-435.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Chelsea,0-2,505.0,294.0,-185.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Manchester City,1-0,-172.0,269.0,520.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Everton,1-0,-164.0,256.0,488.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Sunderland,2-0,-147.0,254.0,428.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Wigan,0-2,-200.0,282.0,596.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Derby,3-1,-400.0,429.0,1125.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Birmingham,2-0,110.0,231.0,240.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Portsmouth,2-0,-116.0,239.0,330.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Tottenham,0-1,134.0,227.0,196.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs West Ham,4-1,-556.0,530.0,1518.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Arsenal,2-6,1015.0,412.0,-370.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Aston Villa,2-2,131.0,223.0,202.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Blackburn,0-1,118.0,224.0,231.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Liverpool,2-2,177.0,219.0,154.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Fulham,2-3,-118.0,240.0,330.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Middlesbrough,3-2,129.0,212.0,217.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Bolton,1-1,-132.0,254.0,363.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Newcastle,2-2,152.0,225.0,173.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Reading,0-0,100.0,227.0,277.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Manchester Utd,2-1,143.0,212.0,198.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Portsmouth,3-1,137.0,220.0,202.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Sunderland,2-0,-116.0,237.0,328.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Birmingham,5-1,-135.0,242.0,390.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Manchester Utd,1-1,491.0,262.0,-167.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Liverpool,0-2,244.0,227.0,114.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Bolton,0-1,104.0,227.0,261.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Derby,2-1,-256.0,333.0,764.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Tottenham,1-1,154.0,227.0,170.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Reading,2-0,-333.0,391.0,968.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Chelsea,0-1,254.0,229.0,108.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Wigan,1-1,-455.0,458.0,1312.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Arsenal,2-1,-125.0,246.0,359.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Blackburn,3-1,-204.0,285.0,613.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Newcastle,0-0,110.0,229.0,244.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Everton,1-1,189.0,224.0,142.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs West Ham,1-0,106.0,235.0,254.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Aston Villa,0-6,491.0,268.0,-167.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Fulham,0-2,-114.0,238.0,315.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Manchester City,1-2,110.0,227.0,245.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Middlesbrough,1-1,-147.0,256.0,417.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Portsmouth,0-1,125.0,227.0,215.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Derby,1-0,-400.0,434.0,1094.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Manchester Utd,2-2,666.0,313.0,-233.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Bolton,4-0,-137.0,248.0,392.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Tottenham,1-1,136.0,227.0,195.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Sunderland,1-3,192.0,227.0,192.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Chelsea,0-2,396.0,245.0,-137.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Reading,3-0,-128.0,250.0,359.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Birmingham,2-0,100.0,269.0,524.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Liverpool,1-1,-109.0,225.0,338.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Everton,1-0,-128.0,237.0,384.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Newcastle,1-4,-169.0,272.0,480.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Middlesbrough,1-0,-370.0,405.0,1055.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Aston Villa,4-0,-323.0,374.0,943.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Manchester City,3-1,137.0,221.0,197.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Arsenal,2-3,415.0,247.0,-141.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Fulham,2-2,196.0,224.0,136.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Wigan,2-0,-130.0,242.0,371.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Blackburn,0-0,137.0,225.0,194.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs West Ham,2-1,123.0,215.0,241.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Arsenal,2-1,122.0,217.0,236.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Liverpool,3-0,-114.0,261.0,610.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs West Ham,1-1,-161.0,274.0,554.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Sunderland,0-1,-164.0,250.0,522.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Wigan,3-1,-120.0,231.0,363.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Manchester City,0-0,142.0,208.0,204.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Derby,1-0,-244.0,323.0,853.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Fulham,2-0,-123.0,236.0,355.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Birmingham,2-1,104.0,227.0,260.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Portsmouth,2-0,-123.0,237.0,354.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Bolton,2-0,-625.0,611.0,1725.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Chelsea,4-4,338.0,238.0,100.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Newcastle,1-1,124.0,225.0,214.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Tottenham,2-1,252.0,229.0,136.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Bolton,1-0,124.0,220.0,221.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Everton,1-0,239.0,225.0,114.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Middlesbrough,1-1,148.0,379.0,956.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Manchester Utd,0-1,2572.0,591.0,-714.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Reading,2-1,-417.0,454.0,1450.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Aston Villa,2-0,120.0,329.0,796.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Chelsea,0-1,1803.0,341.0,-238.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Blackburn,2-1,161.0,202.0,202.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Derby,6-1,-1000.0,792.0,2352.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Middlesbrough,1-1,-102.0,227.0,578.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Birmingham,4-2,-132.0,282.0,1122.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Arsenal,0-0,522.0,272.0,-182.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Everton,0-1,225.0,212.0,127.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs West Ham,4-0,-147.0,386.0,1139.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Newcastle,3-0,-312.0,437.0,1341.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Manchester City,2-0,144.0,213.0,196.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Fulham,1-1,-164.0,254.0,517.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs West Ham,4-0,-278.0,371.0,1116.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Portsmouth,3-1,-111.0,225.0,330.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Liverpool,1-3,475.0,269.0,-139.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Wigan,0-0,-110.0,218.0,376.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Aston Villa,1-1,-120.0,252.0,469.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Tottenham,4-1,241.0,227.0,154.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Sunderland,0-0,227.0,210.0,129.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Manchester Utd,0-3,1415.0,472.0,-333.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Reading,0-1,-115.0,234.0,330.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Blackburn,0-1,147.0,210.0,196.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Chelsea,0-4,347.0,229.0,-116.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Everton,0-2,154.0,204.0,192.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Bolton,4-1,-123.0,247.0,448.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Aston Villa,1-2,316.0,236.0,118.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Manchester Utd,1-5,1488.0,423.0,-250.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs West Ham,0-1,162.0,222.0,165.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Middlesbrough,3-2,-256.0,323.0,803.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Sunderland,1-0,-149.0,238.0,492.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Derby,2-0,-159.0,246.0,525.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Arsenal,2-2,589.0,276.0,-189.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Blackburn,2-0,268.0,401.0,1589.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Liverpool,0-0,-104.0,218.0,338.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Manchester City,1-2,-333.0,380.0,1019.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Portsmouth,0-1,140.0,217.0,193.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Tottenham,0-3,531.0,278.0,-189.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Reading,1-0,-182.0,272.0,538.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Fulham,1-0,-111.0,225.0,317.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Wigan,2-0,114.0,225.0,241.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Birmingham,1-1,-135.0,240.0,395.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Newcastle,4-1,118.0,231.0,313.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Aston Villa,2-1,227.0,210.0,127.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Middlesbrough,1-1,102.0,223.0,276.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Sunderland,3-0,-345.0,384.0,1036.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Derby,1-1,-161.0,259.0,471.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Everton,0-0,138.0,214.0,204.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Chelsea,1-1,411.0,242.0,-139.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Bolton,0-2,106.0,223.0,261.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Manchester Utd,1-1,325.0,245.0,-115.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs West Ham,1-0,168.0,217.0,165.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Arsenal,1-3,365.0,241.0,-125.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Tottenham,0-0,140.0,221.0,196.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Portsmouth,2-0,-435.0,448.0,1354.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Reading,1-0,-417.0,438.0,1199.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Manchester City,1-1,359.0,246.0,-127.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Liverpool,1-0,276.0,229.0,-102.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Birmingham,2-0,119.0,222.0,229.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Newcastle,3-0,-333.0,380.0,973.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Fulham,0-0,-109.0,229.0,305.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Wigan,1-0,-103.0,227.0,294.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Blackburn,1-1,-102.0,216.0,305.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Aston Villa,2-2,-182.0,269.0,546.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs West Ham,1-1,100.0,223.0,288.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Everton,1-2,212.0,221.0,127.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Bolton,0-0,-128.0,245.0,363.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Chelsea,0-1,528.0,248.0,-164.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Middlesbrough,1-1,114.0,239.0,329.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Arsenal,0-3,652.0,299.0,-217.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Derby,3-1,-263.0,346.0,988.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Manchester Utd,0-2,756.0,313.0,-244.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Sunderland,2-0,-263.0,344.0,919.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Blackburn,1-2,164.0,219.0,167.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Portsmouth,2-0,167.0,220.0,162.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Newcastle,6-0,-417.0,436.0,1308.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs Birmingham,1-1,-556.0,554.0,1698.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Reading,3-1,-185.0,285.0,612.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Tottenham,2-0,-139.0,242.0,421.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Wigan,0-1,194.0,212.0,145.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Manchester City,1-0,100.0,229.0,346.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Liverpool,1-1,418.0,252.0,-147.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Fulham,2-1,-133.0,237.0,394.0,2007-2008_full.csv
2007/2008,Unknown,Blackburn vs Sunderland,1-0,-175.0,272.0,501.0,2007-2008_full.csv
2007/2008,Unknown,Bolton vs Derby,1-0,-204.0,287.0,593.0,2007-2008_full.csv
2007/2008,Unknown,Liverpool vs Wigan,1-1,-455.0,447.0,1311.0,2007-2008_full.csv
2007/2008,Unknown,Newcastle vs Manchester City,0-2,124.0,225.0,217.0,2007-2008_full.csv
2007/2008,Unknown,Aston Villa vs Tottenham,2-1,138.0,222.0,199.0,2007-2008_full.csv
2007/2008,Unknown,Arsenal vs West Ham,2-0,-294.0,359.0,811.0,2007-2008_full.csv
2007/2008,Unknown,Manchester Utd vs Birmingham,1-0,-625.0,572.0,1575.0,2007-2008_full.csv
2007/2008,Unknown,Middlesbrough vs Everton,0-2,196.0,221.0,138.0,2007-2008_full.csv
2007/2008,Unknown,Reading vs Portsmouth,0-2,370.0,246.0,144.0,2007-2008_full.csv
2007/2008,Unknown,Fulham vs Chelsea,1-2,549.0,273.0,-185.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Liverpool,0-0,280.0,227.0,-101.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Blackburn,1-2,359.0,248.0,-127.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Arsenal,1-4,225.0,222.0,122.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Fulham,1-1,118.0,227.0,283.0,2007-2008_full.csv
2007/2008,Unknown,Chelsea vs Newcastle,2-1,-244.0,313.0,743.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Middlesbrough,0-1,-161.0,259.0,474.0,2007-2008_full.csv
2007/2008,Unknown,Sunderland vs Bolton,3-1,135.0,283.0,405.0,2007-2008_full.csv
2007/2008,Unknown,Tottenham vs Reading,6-4,-222.0,305.0,634.0,2007-2008_full.csv
2007/2008,Unknown,West Ham vs Manchester Utd,2-1,596.0,292.0,-208.0,2007-2008_full.csv
2007/2008,Unknown,Wigan vs Aston Villa,1-2,193.0,224.0,167.0,2007-2008_full.csv
2007/2008,Unknown,Manchester City vs Blackburn,2-2,114.0,224.0,246.0,2007-2008_full.csv
2007/2008,Unknown,Portsmouth vs Arsenal,0-0,343.0,235.0,-119.0,2007-2008_full.csv
2007/2008,Unknown,Birmingham vs Middlesbrough,3-0,127.0,221.0,210.0,2007-2008_full.csv
2007/2008,Unknown,Derby vs Liverpool,1-2,1009.0,398.0,-357.0,2007-2008_full.csv
2007/2008,Unknown,Everton vs Bolton,2-0,-141.0,239.0,404.0,2007-2008_full.csv
